"hs6_query","national_tariff_code","unit","description","import_rate","export_rate","trq","sst","excise","cess_1","cess_2","cess_3","source_file","source_sha256"
"870332","8703327500","u","- - - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","80%","","","","JKDM_HS_Explorer_PDK2025_870332.html","c8b91df38fb1e8aafe8af2fe75c27b7ca84cbefe3905dd646dc4d4397024a026"
"870332","8703327600","u","- - - - - Of a cylinder capacity exceeding 2,000 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870332.html","c8b91df38fb1e8aafe8af2fe75c27b7ca84cbefe3905dd646dc4d4397024a026"
"870332","8703328100","u","- - - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870332.html","c8b91df38fb1e8aafe8af2fe75c27b7ca84cbefe3905dd646dc4d4397024a026"
"870332","8703328200","u","- - - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870332.html","c8b91df38fb1e8aafe8af2fe75c27b7ca84cbefe3905dd646dc4d4397024a026"
"870332","8703328300","u","- - - - - Of a cylinder capacity exceeding 2,000 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870332.html","c8b91df38fb1e8aafe8af2fe75c27b7ca84cbefe3905dd646dc4d4397024a026"
"870333","8703331100","u","- - - - Ambulances","5%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703331200","u","- - - - Hearses","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703331300","u","- - - - Prison vans","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703331400","u","- - - - Motor-homes","35%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703332100","u","- - - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703332200","u","- - - - - Of a cylinder capacity exceeding 3,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703333100","u","- - - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703333200","u","- - - - - Of a cylinder capacity exceeding 3,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703333300","u","- - - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703333400","u","- - - - - Of a cylinder capacity exceeding 3,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703334000","u","- - - - Other","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703335100","u","- - - - Ambulances","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703335200","u","- - - - Hearses","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703335300","u","- - - - Prison vans","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703335400","u","- - - - Motor-homes","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703336100","u","- - - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703336200","u","- - - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703337100","u","- - - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703337200","u","- - - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703338000","u","- - - - Other motor cars (including station wagons and sports cars, but not including vans), not of four-wheel-drive","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870333","8703339000","u","- - - - Other","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870333.html","abf01d2ffb8ff903027acd5e4f739f6db7b0ea64b670c18c3c494deeb15a96a2"
"870340","8703401100","u","- - - Go-karts","0%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703401200","u","- - - All-Terrain Vehicles (ATV)","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703401300","u","- - - Ambulances","5%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703401400","u","- - - Hearses","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703401500","u","- - - Prison vans","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703401600","u","- - - - Of a cylinder capacity not exceeding 2,000 cc","35%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703401700","u","- - - - Of a cylinder capacity exceeding 2,000 cc","35%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703401800","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703401900","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703402100","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703402200","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703402300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703402400","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703402500","u","- - - - Of a cylinder capacity not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703402600","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703402700","u","- - - - Of a cylinder capacity not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703402800","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703403100","u","- - - Go-karts","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703403200","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703403300","u","- - - - Of a cylinder capacity exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703403400","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703403500","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703403600","u","- - - - Other","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703404100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703404200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703404300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703404400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703404500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703404600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703404700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703405100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703405200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703405300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703405400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 3,000 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703405500","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703405600","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703405700","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703405800","u","- - - - Of a cylinder capacity exceeding 2,000 cc","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703406100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703406200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703406300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703406400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","80%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703406500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703406600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703406700","u","- - - - Of a cylinder capacity exceeding 3,000 cc, of four-wheel drive","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703406800","u","- - - - Of a cylinder capacity exceeding 3,000 cc, not of four-wheel drive","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703407100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703407200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703407300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703407400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","80%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703407500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703407600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703407700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703408100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703408200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703408300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703408400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","80%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703408500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703408600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703408700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703409100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","60%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703409200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","60%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703409300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703409400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703409500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703409600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703409700","u","- - - - Of a cylinder capacity exceeding 3,000 cc, of four-wheel drive","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870340","8703409800","u","- - - - Of a cylinder capacity exceeding 3,000 cc, not of four-wheel drive","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870340.html","75f01b625ee3c3a7ec17c75bcad29bc119d8e2ae08eaaafe15e3d7fe822918a3"
"870350","8703501100","u","- - - Go-karts","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703501200","u","- - - All-Terrain Vehicles (ATV)","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703501300","u","- - - Ambulances","5%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703501400","u","- - - Hearses","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703501500","u","- - - Prison vans","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703501600","u","- - - - Of a cylinder capacity not exceeding 2,000 cc","35%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703501700","u","- - - - Of a cylinder capacity exceeding 2,000 cc","35%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703501800","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703501900","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703502100","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703502200","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703502300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703502400","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703502500","u","- - - - Of a cylinder capacity not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703502600","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703502700","u","- - - - Of a cylinder capacity not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
