"regime","hs6_query","national_tariff_code","description","current_rate","source_file","source_sha256"
"RCEP","870360","8703607310","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703607390","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703607410","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703607490","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703607510","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703607590","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703607610","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703607690","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703607710","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703607790","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608110","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608190","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608210","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608290","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608310","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608390","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608410","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608490","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608510","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608590","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608610","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608690","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608710","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703608790","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609110","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609190","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609210","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609290","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609310","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609390","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609410","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609490","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609510","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609590","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609610","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609690","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609710","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609790","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609810","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870360","8703609890","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870360_RATE_2026.html","3e3ae960822c77fc90332ea55b0965c198e61832194492e7fe0a737f320167f8"
"RCEP","870370","8703701100","- - - Go-karts","0.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703701200","- - - All-Terrain Vehicles (ATV)","0.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703701300","- - - Ambulances","4.5%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703701400","- - - Hearses","0.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703701500","- - - Prison vans","0.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703701600","- - - - Of a cylinder capacity not exceeding 2,000","31.8%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703701700","- - - - Of a cylinder capacity exceeding 2,000 cc","31.8%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703701800","- - - - Of a cylinder capacity not exceeding 1,500","10.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703701900","- - - - Of a cylinder capacity exceeding 1,500 cc","10.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703702100","- - - - Of a cylinder capacity exceeding 2,000 cc","9.1%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703702200","- - - - Of a cylinder capacity not exceeding 1,500","10.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703702300","- - - - Of a cylinder capacity exceeding 1,500 cc","10.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703702400","- - - - Of a cylinder capacity exceeding 2,000 cc","9.1%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703702500","- - - - Of a cylinder capacity not exceeding 2,000","10.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703702600","- - - - Of a cylinder capacity exceeding 2,000 cc","9.1%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703702700","- - - - Of a cylinder capacity not exceeding 2,000","0.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703702800","- - - - Of a cylinder capacity exceeding 2,000 cc","9.1%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703703100","- - - Go-karts","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703703200","- - - - Of a cylinder capacity not exceeding 1,000","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703703300","- - - - Of a cylinder capacity exceeding 1,000 cc","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703703400","- - - - Of a cylinder capacity not exceeding 1,500","4.5%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703703500","- - - - Of a cylinder capacity exceeding 1,500 cc","4.5%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703703600","- - - - Of a cylinder capacity exceeding 2,500 cc","4.5%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703704100","- - - - Of a cylinder capacity not exceeding 1,000","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703704200","- - - - Of a cylinder capacity exceeding 1,000 cc","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703704300","- - - - Of a cylinder capacity exceeding 1,500 cc","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703704400","- - - - Of a cylinder capacity exceeding 1,800 cc","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703704500","- - - - Of a cylinder capacity exceeding 2,000 cc","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703704600","- - - - Of a cylinder capacity exceeding 2,500 cc","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703704700","- - - - Of a cylinder capacity exceeding 3,000 cc","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703705100","- - - - Of a cylinder capacity not exceeding 1,000","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703705200","- - - - Of a cylinder capacity exceeding 1,000 cc","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703705300","- - - - Of a cylinder capacity exceeding 1,500 cc","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703705400","- - - - Of a cylinder capacity exceeding 1,800 cc","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703705500","- - - - Of a cylinder capacity exceeding 2,500 cc","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703705600","- - - - Of a cylinder capacity not exceeding 1,500","31.8%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703705700","- - - - Of a cylinder capacity exceeding 1,500 cc","31.8%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703705800","- - - - Of a cylinder capacity exceeding 2,000 cc","31.8%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706110","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706190","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706210","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706290","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706310","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706390","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706410","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706490","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706510","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706590","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706610","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706690","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706710","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703706790","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707110","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707190","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707210","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707290","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707310","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707390","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707410","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707490","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707510","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707590","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707610","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707690","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707710","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703707790","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708110","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708190","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708210","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708290","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708310","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708390","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708410","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708490","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708510","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708590","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708610","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708690","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708710","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703708790","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709110","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709190","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709210","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709290","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709310","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709390","- - - - - Other","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709410","- - - - - New","30.0%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709490","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709510","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709590","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709610","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709690","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709710","- - - - - New","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
"RCEP","870370","8703709790","- - - - - Other","27.3%","JKDM_HS_Explorer_RCEP_870370_RATE_2026.html","fa46a1f47b0a438d49e4af41ec59a7cd5ca62207d849a19386df8866b073a29c"
