agreement,source_file,vn_code,hs6_code,national_tariff_code_as_stored,description_vi,rates_extracted,country_markers,notes,business_scope_guess,rate_column_count,extraction_status
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.31,870340,8703403100,- - - Xe đua cỡ nhỏ,33,,- - - Xe địa hình ATV (All-Terrain Vehicles):,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.32,870340,8703403200,- - - - Dung tích xi lanh không quá 1.000 cc,50,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.33,870340,8703403300,- - - - Dung tích xi lanh trên 1.000 cc,50,,- - - Ô tô cứu thương:,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.34,870340,8703403400,- - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc,5,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.35,870340,8703403500,- - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 3.000 cc,5,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.36,870340,8703403600,- - - - Loại khác,20,,- - - Ô tô tang lễ:,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.41,870340,8703404100,- - - - Dung tích xi lanh không quá 1.000 cc,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.42,870340,8703404200,- - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.43,870340,8703404300,- - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,28,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.44,870340,8703404400,- - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc,28,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.45,870340,8703404500,- - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc,28,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.46,870340,8703404600,- - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc,28,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.47,870340,8703404700,- - - - Dung tích xi lanh trên 3.000 cc,28,,- - - Ô tô chở phạm nhân:,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.40.51,870340,8703405100,- - - - Dung tích xi lanh không quá 1.000 cc,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
