agreement,origin_group,origin_countries,source_file,vn_code,hs6_code,national_tariff_code_as_stored,description_vi,rates_extracted,rate_2026,rate_2027,country_markers,business_scope_guess,extraction_status
RCEP,CN,CN,2023_163 + 164_129-2022-NĐ-CP.doc,8703.80.95,870380,8703809500,- - - Ô tô chở phạm nhân,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,CN,CN,2023_163 + 164_129-2022-NĐ-CP.doc,8703.80.96,870380,8703809600,- - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,CN,CN,2023_163 + 164_129-2022-NĐ-CP.doc,8703.80.97,870380,8703809700,- - - Ô tô kiểu Sedan,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,CN,CN,2023_163 + 164_129-2022-NĐ-CP.doc,8703.80.98,870380,8703809800,"- - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van)",70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,CN,CN,2023_163 + 164_129-2022-NĐ-CP.doc,8703.80.99,870380,8703809900,- - - Loại khác,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,CN,CN,2023_163 + 164_129-2022-NĐ-CP.doc,8703.90.91,870390,8703909100,- - - Xe đua cỡ nhỏ,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,CN,CN,2023_163 + 164_129-2022-NĐ-CP.doc,8703.90.92,870390,8703909200,- - - Xe địa hình ATV (All-Terrain Vehicles),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,CN,CN,2023_163 + 164_129-2022-NĐ-CP.doc,8703.90.93,870390,8703909300,- - - Ô tô cứu thương,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,CN,CN,2023_163 + 164_129-2022-NĐ-CP.doc,8703.90.94,870390,8703909400,- - - Ô tô tang lễ,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,CN,CN,2023_163 + 164_129-2022-NĐ-CP.doc,8703.90.95,870390,8703909500,- - - Ô tô chở phạm nhân,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,CN,CN,2023_163 + 164_129-2022-NĐ-CP.doc,8703.90.96,870390,8703909600,- - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,CN,CN,2023_163 + 164_129-2022-NĐ-CP.doc,8703.90.97,870390,8703909700,- - - Ô tô kiểu Sedan,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,CN,CN,2023_163 + 164_129-2022-NĐ-CP.doc,8703.90.98,870390,8703909800,"- - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van)",70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,JP,JP,2023_179 + 180_129-2022-NĐ-CP.doc,8703.23.52,870323,8703235200,- - - - Ô tô tang lễ,20|20|20|20|20|20,20,20,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,JP,JP,2023_179 + 180_129-2022-NĐ-CP.doc,8703.23.53,870323,8703235300,- - - - Ô tô chở phạm nhân,15|15|15|15|15|15,15,15,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,JP,JP,2023_179 + 180_129-2022-NĐ-CP.doc,8703.24.42,870324,8703244200,- - - - Ô tô tang lễ,15|15|15|15|15|15,15,15,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,JP,JP,2023_179 + 180_129-2022-NĐ-CP.doc,8703.24.43,870324,8703244300,- - - - Ô tô chở phạm nhân,15|15|15|15|15|15,15,15,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8703.21.41,870321,8703214100,- - - - Xe đua cỡ nhỏ,63|56|49|42|35|28,35,28,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8703.23.52,870323,8703235200,- - - - Ô tô tang lễ,20|20|20|20|20|20,20,20,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8703.23.53,870323,8703235300,- - - - Ô tô chở phạm nhân,15|15|15|15|15|15,15,15,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8703.24.42,870324,8703244200,- - - - Ô tô tang lễ,15|15|15|15|15|15,15,15,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,KR,KR,2023_197 + 198_129-2022-NĐ-CP.doc,8703.24.43,870324,8703244300,- - - - Ô tô chở phạm nhân,15|15|15|15|15|15,15,15,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.21.41,870321,8703214100,- - - - Xe đua cỡ nhỏ,63|56|49|42|35|28,35,28,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.21.42,870321,8703214200,- - - - Xe địa hình ATV (All-Terrain Vehicles),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.21.44,870321,8703214400,- - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.21.45,870321,8703214500,- - - - Ô tô kiểu Sedan,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.21.51,870321,8703215100,- - - - - Loại bốn bánh chủ động,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.21.59,870321,8703215900,- - - - - Loại khác,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.21.91,870321,8703219100,- - - - - Xe 3 bánh,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.21.99,870321,8703219900,- - - - - Loại khác,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.22.41,870322,8703224100,- - - - Xe đua cỡ nhỏ,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.22.42,870322,8703224200,- - - - Xe địa hình ATV (All-Terrain Vehicles),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.22.43,870322,8703224300,- - - - Ô tô cứu thương,20|20|20|20|20|20,20,20,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.22.44,870322,8703224400,- - - - Ô tô tang lễ,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.22.45,870322,8703224500,- - - - Ô tô chở phạm nhân,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.22.46,870322,8703224600,- - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.22.47,870322,8703224700,- - - - Ô tô kiểu Sedan,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.22.51,870322,8703225100,- - - - - Loại bốn bánh chủ động,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.22.59,870322,8703225900,- - - - - Loại khác,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.22.90,870322,8703229000,- - - - Loại khác,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.51,870323,8703235100,- - - - Ô tô cứu thương,20|20|20|20|20|20,20,20,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.52,870323,8703235200,- - - - Ô tô tang lễ,20|20|20|20|20|20,20,20,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.53,870323,8703235300,- - - - Ô tô chở phạm nhân,15|15|15|15|15|15,15,15,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.54,870323,8703235400,- - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),67|67|67|67|67|67,67,67,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.55,870323,8703235500,- - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.56,870323,8703235600,- - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.57,870323,8703235700,- - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.58,870323,8703235800,- - - - - Dung tích xi lanh trên 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.61,870323,8703236100,- - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.62,870323,8703236200,- - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.63,870323,8703236300,- - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.64,870323,8703236400,- - - - - Dung tích xi lanh trên 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.65,870323,8703236500,- - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.66,870323,8703236600,- - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.67,870323,8703236700,- - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.68,870323,8703236800,- - - - - Dung tích xi lanh trên 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.71,870323,8703237100,- - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.72,870323,8703237200,- - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.73,870323,8703237300,- - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.23.74,870323,8703237400,- - - - - Dung tích xi lanh trên 2.500 cc,67|67|67|67|67|67,67,67,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.24.41,870324,8703244100,- - - - Ô tô cứu thương,15|15|15|15|15|15,15,15,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.24.42,870324,8703244200,- - - - Ô tô tang lễ,15|15|15|15|15|15,15,15,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.24.43,870324,8703244300,- - - - Ô tô chở phạm nhân,15|15|15|15|15|15,15,15,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.24.44,870324,8703244400,- - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),67|67|67|67|67|67,67,67,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.24.45,870324,8703244500,- - - - - Loại bốn bánh chủ động,59|59|59|59|59|59,59,59,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.24.49,870324,8703244900,- - - - - Loại khác,67|67|67|67|67|67,67,67,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.24.51,870324,8703245100,- - - - - Loại bốn bánh chủ động,59|59|59|59|59|59,59,59,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.24.59,870324,8703245900,- - - - - Loại khác,67|67|67|67|67|67,67,67,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.24.61,870324,8703246100,- - - - - Loại bốn bánh chủ động,59|59|59|59|59|59,59,59,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.24.69,870324,8703246900,- - - - - Loại khác,67|67|67|67|67|67,67,67,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.41,870340,8703404100,- - - - Dung tích xi lanh không quá 1.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.42,870340,8703404200,- - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.43,870340,8703404300,- - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.44,870340,8703404400,- - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.45,870340,8703404500,- - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.46,870340,8703404600,- - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.47,870340,8703404700,- - - - Dung tích xi lanh trên 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.51,870340,8703405100,- - - - Dung tích xi lanh không quá 1.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.52,870340,8703405200,- - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.53,870340,8703405300,- - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.54,870340,8703405400,- - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.55,870340,8703405500,- - - - Dung tích xi lanh trên 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.56,870340,8703405600,- - - - Dung tích xi lanh không quá 1.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.57,870340,8703405700,- - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.58,870340,8703405800,- - - - Dung tích xi lanh trên 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.61,870340,8703406100,- - - - Dung tích xi lanh không quá 1.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.62,870340,8703406200,- - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.63,870340,8703406300,- - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,NZ,NZ,2023_213 + 214_129-2022-NĐ-CP.doc,8703.40.64,870340,8703406400,- - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
